user_id,avg_likes,avg_comments,avg_engagement,avg_sentiment,neg_post_ratio,total_posts,avg_post_interval,avg_emotional_words,night_activity_ratio,engagement_volatility,label
u001,189.0,29.0,218.0,0.1758727272727273,0.22727272727272727,22,16457.14285714286,0.22727272727272727,0.2727272727272727,84.84607912483135,1
u002,157.5909090909091,22.227272727272727,179.8181818181818,0.29300909090909094,0.045454545454545456,22,18514.285714285714,0.045454545454545456,0.3181818181818182,93.93900572465517,1
u003,140.0952380952381,27.571428571428573,167.66666666666666,0.32495238095238094,0.14285714285714285,21,18360.0,0.14285714285714285,0.2857142857142857,83.19154604485563,1
u004,134.3684210526316,26.57894736842105,160.94736842105263,0.37561578947368424,0.05263157894736842,19,21600.0,0.05263157894736842,0.3157894736842105,84.91857124734294,1
u005,182.0,27.85,209.85,0.2726,0.2,20,16105.263157894737,0.2,0.3,66.1101751862593,1
u006,144.78947368421052,22.0,166.78947368421052,0.3102578947368421,0.10526315789473684,19,20400.0,0.10526315789473684,0.15789473684210525,94.0730088503182,1
u007,127.38888888888889,26.555555555555557,153.94444444444446,0.33503333333333335,0.1111111111111111,18,18000.0,0.1111111111111111,0.5,92.12681299818534,1
u008,156.0,28.105263157894736,184.10526315789474,0.2814842105263158,0.05263157894736842,19,20400.0,0.05263157894736842,0.15789473684210525,75.20187256596009,0
u009,154.22222222222223,22.055555555555557,176.27777777777777,0.29685,0.05555555555555555,18,21600.0,0.05555555555555555,0.05555555555555555,80.6691176098246,0
u010,125.05,28.0,153.05,0.4977349999999999,0.0,20,18189.473684210527,0.0,0.1,79.20956547764855,1
u011,175.52631578947367,22.894736842105264,198.42105263157896,0.2787105263157895,0.15789473684210525,19,14000.0,0.15789473684210525,0.3157894736842105,81.61380315545328,1
u012,124.94736842105263,21.0,145.94736842105263,0.28266842105263157,0.10526315789473684,19,13000.0,0.10526315789473684,0.47368421052631576,89.00341671607053,1
u013,150.95238095238096,17.714285714285715,168.66666666666666,0.3360190476190476,0.047619047619047616,21,20520.0,0.047619047619047616,0.23809523809523808,84.61284378469578,1
u014,167.0909090909091,24.818181818181817,191.9090909090909,0.2119,0.13636363636363635,22,18514.285714285714,0.13636363636363635,0.13636363636363635,83.91997837560953,0
u015,147.3,26.75,174.05,0.40193,0.1,20,20463.157894736843,0.1,0.5,82.96700358703168,1
u016,154.05555555555554,24.88888888888889,178.94444444444446,0.29529444444444447,0.1111111111111111,18,20329.41176470588,0.1111111111111111,0.2222222222222222,78.71428020694042,1
u017,168.23809523809524,28.80952380952381,197.04761904761904,0.26857142857142857,0.09523809523809523,21,19440.0,0.09523809523809523,0.3333333333333333,70.76332114201269,1
u018,129.66666666666666,26.666666666666668,156.33333333333334,0.4704190476190476,0.09523809523809523,21,16200.0,0.09523809523809523,0.38095238095238093,80.41164923898361,1
u019,166.0,30.11111111111111,196.11111111111111,0.18862222222222222,0.16666666666666666,18,16517.647058823528,0.16666666666666666,0.3333333333333333,101.96994302756943,1
u020,133.6818181818182,26.045454545454547,159.72727272727272,0.4060181818181818,0.045454545454545456,22,19542.85714285714,0.045454545454545456,0.4090909090909091,84.5797351717987,1
u021,130.16666666666666,22.0,152.16666666666666,0.2868277777777778,0.2222222222222222,18,19058.823529411766,0.2222222222222222,0.3333333333333333,88.22181269558067,1
u022,159.0,22.272727272727273,181.27272727272728,0.4001454545454546,0.13636363636363635,22,18514.285714285714,0.13636363636363635,0.45454545454545453,94.58942950013058,1
u023,140.85,26.0,166.85,0.460825,0.05,20,21600.0,0.05,0.25,93.89651358361446,1
u024,165.1818181818182,25.681818181818183,190.86363636363637,0.19140909090909092,0.13636363636363635,22,18514.285714285714,0.13636363636363635,0.22727272727272727,69.12190435988914,1
u025,126.73684210526316,28.05263157894737,154.78947368421052,0.26602631578947367,0.15789473684210525,19,18000.0,0.15789473684210525,0.3157894736842105,84.26847238793694,1
u026,146.10526315789474,17.05263157894737,163.1578947368421,0.43557368421052634,0.05263157894736842,19,20400.0,0.05263157894736842,0.42105263157894735,82.61037273981111,1
u027,177.6,22.15,199.75,0.09496000000000002,0.35,20,14778.947368421053,0.35,0.3,77.87566000396166,1
u028,129.8421052631579,27.36842105263158,157.21052631578948,0.3379263157894737,0.10526315789473684,19,17000.0,0.10526315789473684,0.3157894736842105,71.82043886385333,1
u029,171.5,27.2,198.7,0.215605,0.15,20,21600.0,0.15,0.15,87.99288248728448,1
u030,140.36363636363637,22.59090909090909,162.95454545454547,0.3989181818181818,0.09090909090909091,22,21600.0,0.09090909090909091,0.3181818181818182,93.38169356271437,1
u031,184.36363636363637,26.818181818181817,211.1818181818182,0.3664636363636364,0.09090909090909091,22,18514.285714285714,0.09090909090909091,0.13636363636363635,70.4709574516754,1
